receptor,ligand,n_db,m_r_lfc,m_r_padj,m_l_lfc,m_l_padj,m_strict,m_relaxed,h_r_lfc,h_r_padj,h_l_lfc,h_l_padj,h_strict,h_relaxed,conservation
PLSCR4,EFEMP2,3,-28.4348,0.5980194525965926,213.7048,0.0,no,no,-0.1623,0.058875140947325,0.4719,0.1694096503866309,no,no,neither
EPHA1,EFNA1,5,2.1989,6.017992703838776e-14,-5.7995,8.936455050643615e-10,yes,yes,-0.2265,1.0,0.6904,0.1427853721171055,no,no,mouse_only
EPHA2,EFNA1,5,-1.3396,0.4980025808703578,-5.7995,8.936455050643615e-10,no,no,-0.3004,1.0,0.6904,0.1427853721171055,no,no,neither
EPHA3,EFNA1,5,5.3398,2.4840546873111232e-42,-5.7995,8.936455050643615e-10,yes,yes,0.218,1.0,0.6904,0.1427853721171055,no,no,mouse_only
EPHA4,EFNA1,5,-1.8306,3.577529747013719e-20,-5.7995,8.936455050643615e-10,no,no,0.7145,2.0526936255322947e-05,0.6904,0.1427853721171055,no,no,neither
EPHA5,EFNA1,5,-1.0792,0.9999344575108172,-5.7995,8.936455050643615e-10,no,no,1.5723,1.0,0.6904,0.1427853721171055,no,no,neither
EPHA6,EFNA1,4,,,-5.7995,8.936455050643615e-10,no_data,no_data,-0.4209,1.0,0.6904,0.1427853721171055,no,no,neither
EPHA7,EFNA1,5,31.9646,0.0,-5.7995,8.936455050643615e-10,yes,yes,0.3969,1.0,0.6904,0.1427853721171055,no,no,mouse_only
EPHA8,EFNA1,5,-2.1229,0.9999344575108172,-5.7995,8.936455050643615e-10,no,no,2.698,1.0,0.6904,0.1427853721171055,no,no,neither
EPHB1,EFNA1,3,-2.6441,0.4250770134838904,-5.7995,8.936455050643615e-10,no,no,0.7476,0.8143226222180279,0.6904,0.1427853721171055,no,no,neither
EPHA1,EFNA2,3,2.1989,6.017992703838776e-14,-1.8989,2.2192741468734434e-18,yes,yes,-0.2265,1.0,-19.184,1.0,no,no,mouse_only
EPHA2,EFNA2,5,-1.3396,0.4980025808703578,-1.8989,2.2192741468734434e-18,no,no,-0.3004,1.0,-19.184,1.0,no,no,neither
EPHA3,EFNA2,5,5.3398,2.4840546873111232e-42,-1.8989,2.2192741468734434e-18,yes,yes,0.218,1.0,-19.184,1.0,trend,yes,CONSERVED_relaxed
EPHA4,EFNA2,5,-1.8306,3.577529747013719e-20,-1.8989,2.2192741468734434e-18,no,no,0.7145,2.0526936255322947e-05,-19.184,1.0,trend,yes,human_only
EPHA5,EFNA2,5,-1.0792,0.9999344575108172,-1.8989,2.2192741468734434e-18,no,no,1.5723,1.0,-19.184,1.0,trend,yes,human_only
EPHA6,EFNA2,4,,,-1.8989,2.2192741468734434e-18,no_data,no_data,-0.4209,1.0,-19.184,1.0,no,no,neither
EPHA7,EFNA2,5,31.9646,0.0,-1.8989,2.2192741468734434e-18,yes,yes,0.3969,1.0,-19.184,1.0,trend,yes,CONSERVED_relaxed
EPHA8,EFNA2,5,-2.1229,0.9999344575108172,-1.8989,2.2192741468734434e-18,no,no,2.698,1.0,-19.184,1.0,trend,yes,human_only
EPHA1,EFNA3,4,2.1989,6.017992703838776e-14,1.5927,0.1423350321526682,no,no,-0.2265,1.0,-20.8702,1.0,no,no,neither
EPHA2,EFNA3,5,-1.3396,0.4980025808703578,1.5927,0.1423350321526682,no,no,-0.3004,1.0,-20.8702,1.0,no,no,neither
EPHA3,EFNA3,5,5.3398,2.4840546873111232e-42,1.5927,0.1423350321526682,no,no,0.218,1.0,-20.8702,1.0,trend,yes,human_only
EPHA4,EFNA3,5,-1.8306,3.577529747013719e-20,1.5927,0.1423350321526682,no,no,0.7145,2.0526936255322947e-05,-20.8702,1.0,trend,yes,human_only
EPHA5,EFNA3,5,-1.0792,0.9999344575108172,1.5927,0.1423350321526682,no,no,1.5723,1.0,-20.8702,1.0,trend,yes,human_only
EPHA6,EFNA3,4,,,1.5927,0.1423350321526682,no_data,no_data,-0.4209,1.0,-20.8702,1.0,no,no,neither
EPHA7,EFNA3,5,31.9646,0.0,1.5927,0.1423350321526682,no,no,0.3969,1.0,-20.8702,1.0,trend,yes,human_only
EPHA8,EFNA3,5,-2.1229,0.9999344575108172,1.5927,0.1423350321526682,no,no,2.698,1.0,-20.8702,1.0,trend,yes,human_only
EPHB1,EFNA3,4,-2.6441,0.4250770134838904,1.5927,0.1423350321526682,no,no,0.7476,0.8143226222180279,-20.8702,1.0,trend,yes,human_only
EPHA1,EFNA4,3,2.1989,6.017992703838776e-14,6.6713,3.2992237821698993e-97,no,no,-0.2265,1.0,0.2753,1.0,no,no,neither
EPHA2,EFNA4,5,-1.3396,0.4980025808703578,6.6713,3.2992237821698993e-97,no,no,-0.3004,1.0,0.2753,1.0,no,no,neither
EPHA3,EFNA4,4,5.3398,2.4840546873111232e-42,6.6713,3.2992237821698993e-97,no,no,0.218,1.0,0.2753,1.0,no,no,neither
EPHA4,EFNA4,5,-1.8306,3.577529747013719e-20,6.6713,3.2992237821698993e-97,no,no,0.7145,2.0526936255322947e-05,0.2753,1.0,no,no,neither
EPHA5,EFNA4,5,-1.0792,0.9999344575108172,6.6713,3.2992237821698993e-97,no,no,1.5723,1.0,0.2753,1.0,no,no,neither
EPHA6,EFNA4,4,,,6.6713,3.2992237821698993e-97,no_data,no_data,-0.4209,1.0,0.2753,1.0,no,no,neither
EPHA7,EFNA4,5,31.9646,0.0,6.6713,3.2992237821698993e-97,no,no,0.3969,1.0,0.2753,1.0,no,no,neither
EPHA8,EFNA4,5,-2.1229,0.9999344575108172,6.6713,3.2992237821698993e-97,no,no,2.698,1.0,0.2753,1.0,no,no,neither
EPHA1,EFNA5,3,2.1989,6.017992703838776e-14,2.9843,3.670463122630095e-180,no,no,-0.2265,1.0,0.0673,0.8879696204576165,no,no,neither
EPHA2,EFNA5,5,-1.3396,0.4980025808703578,2.9843,3.670463122630095e-180,no,no,-0.3004,1.0,0.0673,0.8879696204576165,no,no,neither
EPHA3,EFNA5,5,5.3398,2.4840546873111232e-42,2.9843,3.670463122630095e-180,no,no,0.218,1.0,0.0673,0.8879696204576165,no,no,neither
EPHA4,EFNA5,5,-1.8306,3.577529747013719e-20,2.9843,3.670463122630095e-180,no,no,0.7145,2.0526936255322947e-05,0.0673,0.8879696204576165,no,no,neither
EPHA5,EFNA5,5,-1.0792,0.9999344575108172,2.9843,3.670463122630095e-180,no,no,1.5723,1.0,0.0673,0.8879696204576165,no,no,neither
EPHA6,EFNA5,4,,,2.9843,3.670463122630095e-180,no_data,no_data,-0.4209,1.0,0.0673,0.8879696204576165,no,no,neither
EPHA7,EFNA5,5,31.9646,0.0,2.9843,3.670463122630095e-180,no,no,0.3969,1.0,0.0673,0.8879696204576165,no,no,neither
EPHA8,EFNA5,5,-2.1229,0.9999344575108172,2.9843,3.670463122630095e-180,no,no,2.698,1.0,0.0673,0.8879696204576165,no,no,neither
EPHB1,EFNA5,4,-2.6441,0.4250770134838904,2.9843,3.670463122630095e-180,no,no,0.7476,0.8143226222180279,0.0673,0.8879696204576165,no,no,neither
EPHB2,EFNA5,5,10.117,7.016598977006612e-151,2.9843,3.670463122630095e-180,no,no,0.5655,0.1389728477829799,0.0673,0.8879696204576165,no,no,neither
EPHB6,EFNA5,4,6.092,4.876176070134938e-66,2.9843,3.670463122630095e-180,no,no,0.4746,6.672226404826627e-06,0.0673,0.8879696204576165,no,no,neither
EPHA4,EFNB1,3,-1.8306,3.577529747013719e-20,24.0216,0.0,no,no,0.7145,2.0526936255322947e-05,0.5749,1.0,no,no,neither
EPHB1,EFNB1,5,-2.6441,0.4250770134838904,24.0216,0.0,no,no,0.7476,0.8143226222180279,0.5749,1.0,no,no,neither
EPHB2,EFNB1,5,10.117,7.016598977006612e-151,24.0216,0.0,no,no,0.5655,0.1389728477829799,0.5749,1.0,no,no,neither
EPHB3,EFNB1,5,11.2477,2.0608860973678798e-228,24.0216,0.0,no,no,0.2887,1.0,0.5749,1.0,no,no,neither
EPHB4,EFNB1,5,-2.1364,7.992185903167074e-42,24.0216,0.0,no,no,0.0846,1.0,0.5749,1.0,no,no,neither
EPHB6,EFNB1,5,6.092,4.876176070134938e-66,24.0216,0.0,no,no,0.4746,6.672226404826627e-06,0.5749,1.0,no,no,neither
ERBB2,EFNB1,4,1.3468,5.271955588076474e-42,24.0216,0.0,no,no,0.3404,0.3745758113382256,0.5749,1.0,no,no,neither
EPHA3,EFNB2,4,5.3398,2.4840546873111232e-42,-1.1951,6.4667057359368e-07,yes,yes,0.218,1.0,-0.3635,0.2022030917302192,trend,yes,CONSERVED_relaxed
EPHA4,EFNB2,5,-1.8306,3.577529747013719e-20,-1.1951,6.4667057359368e-07,no,no,0.7145,2.0526936255322947e-05,-0.3635,0.2022030917302192,trend,yes,human_only
EPHA6,EFNB2,4,,,-1.1951,6.4667057359368e-07,no_data,no_data,-0.4209,1.0,-0.3635,0.2022030917302192,no,no,neither
EPHB1,EFNB2,5,-2.6441,0.4250770134838904,-1.1951,6.4667057359368e-07,no,no,0.7476,0.8143226222180279,-0.3635,0.2022030917302192,trend,yes,human_only
EPHB2,EFNB2,5,10.117,7.016598977006612e-151,-1.1951,6.4667057359368e-07,yes,yes,0.5655,0.1389728477829799,-0.3635,0.2022030917302192,trend,yes,CONSERVED_relaxed
EPHB3,EFNB2,5,11.2477,2.0608860973678798e-228,-1.1951,6.4667057359368e-07,yes,yes,0.2887,1.0,-0.3635,0.2022030917302192,trend,yes,CONSERVED_relaxed
EPHB4,EFNB2,5,-2.1364,7.992185903167074e-42,-1.1951,6.4667057359368e-07,no,no,0.0846,1.0,-0.3635,0.2022030917302192,trend,yes,human_only
EPHB6,EFNB2,5,6.092,4.876176070134938e-66,-1.1951,6.4667057359368e-07,yes,yes,0.4746,6.672226404826627e-06,-0.3635,0.2022030917302192,trend,yes,CONSERVED_relaxed
GRM1,EFNB2,4,-0.0615,0.9999344575108172,-1.1951,6.4667057359368e-07,no,no,0.1321,1.0,-0.3635,0.2022030917302192,trend,yes,human_only
GRM5,EFNB2,4,,,-1.1951,6.4667057359368e-07,no_data,no_data,-0.4629,1.0,-0.3635,0.2022030917302192,no,no,neither
PECAM1,EFNB2,4,-36.2766,2.5962605836341557e-27,-1.1951,6.4667057359368e-07,no,no,-0.0344,1.0,-0.3635,0.2022030917302192,no,no,neither
RHBDL2,EFNB2,4,-1.2473,0.8576809952552642,-1.1951,6.4667057359368e-07,no,no,0.4549,0.4527794818211409,-0.3635,0.2022030917302192,trend,yes,human_only
EPHA4,EFNB3,5,-1.8306,3.577529747013719e-20,-0.9963,0.9999344575108172,no,no,0.7145,2.0526936255322947e-05,0.7634,0.1591715358124888,no,no,neither
EPHB1,EFNB3,3,-2.6441,0.4250770134838904,-0.9963,0.9999344575108172,no,no,0.7476,0.8143226222180279,0.7634,0.1591715358124888,no,no,neither
EPHB2,EFNB3,5,10.117,7.016598977006612e-151,-0.9963,0.9999344575108172,trend,yes,0.5655,0.1389728477829799,0.7634,0.1591715358124888,no,no,mouse_only
EPHB3,EFNB3,5,11.2477,2.0608860973678798e-228,-0.9963,0.9999344575108172,trend,yes,0.2887,1.0,0.7634,0.1591715358124888,no,no,mouse_only
EPHB4,EFNB3,4,-2.1364,7.992185903167074e-42,-0.9963,0.9999344575108172,no,no,0.0846,1.0,0.7634,0.1591715358124888,no,no,neither
EPHB6,EFNB3,3,6.092,4.876176070134938e-66,-0.9963,0.9999344575108172,trend,yes,0.4746,6.672226404826627e-06,0.7634,0.1591715358124888,no,no,mouse_only
RHBDL2,EFNB3,4,-1.2473,0.8576809952552642,-0.9963,0.9999344575108172,no,no,0.4549,0.4527794818211409,0.7634,0.1591715358124888,no,no,neither
EGFR,EGF,5,9.1206,4.0958356894436235e-295,0.5738,0.055480260837794,no,no,-0.0943,1.0,0.9229,1.0,no,no,neither
ERBB2,EGF,4,1.3468,5.271955588076474e-42,0.5738,0.055480260837794,no,no,0.3404,0.3745758113382256,0.9229,1.0,no,no,neither
ERBB3,EGF,4,-0.7357,0.9999344575108172,0.5738,0.055480260837794,no,no,-0.0146,1.0,0.9229,1.0,no,no,neither
ERBB4,EGF,4,-1.8561,0.9999344575108172,0.5738,0.055480260837794,no,no,-0.0342,0.1445471920686773,0.9229,1.0,no,no,neither
EGFR,EPGN,5,9.1206,4.0958356894436235e-295,-0.1276,0.9999344575108172,trend,yes,-0.0943,1.0,0.8136,1.468454546836342e-05,no,no,mouse_only
EPOR,EPO,5,-1.4877,0.8649527646512811,,,no_data,no_data,0.3691,1.0,1.6339,1.0,no,no,neither
EGFR,EREG,5,9.1206,4.0958356894436235e-295,9.6075,3.155775725408796e-118,no,no,-0.0943,1.0,-0.0143,1.0,no,no,neither
ERBB4,EREG,5,-1.8561,0.9999344575108172,9.6075,3.155775725408796e-118,no,no,-0.0342,0.1445471920686773,-0.0143,1.0,no,no,neither
F3,F10,4,-72.9622,0.0,-0.9559,0.9999344575108172,no,no,-0.389,1.0,0.5899,1.0,no,no,neither
GP1BA,F11,4,-1.0419,0.9999344575108172,,,no_data,no_data,-1.2621,1.0,1.3888,1.0,no,no,neither
CD93,F12,3,-15.7329,0.0050928003440419,-2.8014,0.9999344575108172,no,no,0.5064,1.0,1.2194,1.0,no,no,neither
GP1BA,F12,4,-1.0419,0.9999344575108172,-2.8014,0.9999344575108172,no,no,-1.2621,1.0,1.2194,1.0,no,no,neither
ITGA4,F13A1,4,-0.6264,0.771398107833967,-4.2599,0.5893452165114873,no,no,-0.2517,1.0,0.8893,1.0,no,no,neither
ITGA9,F13A1,4,11.9974,2.6565569117446117e-274,-4.2599,0.5893452165114873,trend,yes,0.0215,1.0,0.8893,1.0,no,no,mouse_only
ITGB1,F13A1,4,334.4704,0.0,-4.2599,0.5893452165114873,trend,yes,0.4347,3.774832503484081e-07,0.8893,1.0,no,no,mouse_only
F2R,F2,5,26.4127,0.0,-1.0017,0.9999344575108172,trend,yes,-0.9087,1.0,0.1279,1.0,no,no,mouse_only
F2RL1,F2,4,-1.8652,0.327862043795149,-1.0017,0.9999344575108172,no,no,1.0549,1.0,0.1279,1.0,no,no,neither
F2RL2,F2,5,1.6639,0.7713976037319883,-1.0017,0.9999344575108172,trend,yes,1.4738,1.0,0.1279,1.0,no,no,mouse_only
F2RL3,F2,5,-1.619,0.9999344575108172,-1.0017,0.9999344575108172,no,no,1.5049,1.0,0.1279,1.0,no,no,neither
GP1BA,F2,4,-1.0419,0.9999344575108172,-1.0017,0.9999344575108172,no,no,-1.2621,1.0,0.1279,1.0,no,no,neither
GP9,F2,4,-1.2989,0.9999344575108172,-1.0017,0.9999344575108172,no,no,-16.1488,1.0,0.1279,1.0,no,no,neither
ITGA2B,F2,4,2.7611,1.2061150095481729e-49,-1.0017,0.9999344575108172,trend,yes,0.92,1.0,0.1279,1.0,no,no,mouse_only
THBD,F2,5,-73.6413,0.0,-1.0017,0.9999344575108172,no,no,0.2452,1.0,0.1279,1.0,no,no,neither
F3,F7,4,-72.9622,0.0,1.88,0.950186026726623,no,no,-0.389,1.0,2.8374,1.0,no,no,neither
ASGR2,F8,4,2.3619,0.9287512660021352,0.5911,0.0266248732284214,no,no,1.8239,1.0,0.3661,1.0,no,no,neither
LDLR,F8,4,-11.7191,0.0003388870774986,0.5911,0.0266248732284214,no,no,0.1358,1.0,0.3661,1.0,no,no,neither
LRP1,F8,4,-169.3567,0.0,0.5911,0.0266248732284214,no,no,0.9567,1.6789085456172686e-28,0.3661,1.0,no,no,neither
LRP1,F9,4,-169.3567,0.0,,,no_data,no_data,0.9567,1.6789085456172686e-28,-18.2538,1.0,trend,yes,human_only
FAS,FASLG,5,26.5453,0.0,,,no_data,no_data,-1.1167,1.6581515815386796e-11,-18.8307,1.0,no,no,neither
TNFRSF6B,FASLG,5,,,,,no_data,no_data,-0.9474,1.0,-18.8307,1.0,no,no,neither
DCHS1,FAT4,4,-7.5653,4.772551254052934e-05,5.6662,2.0613476957710242e-72,no,no,0.5266,1.0,0.3554,0.0141859212293237,no,no,neither
ITGB1,FBLN1,4,334.4704,0.0,,,no_data,no_data,0.4347,3.774832503484081e-07,0.4657,0.0008743866881274,no,no,neither
ITGB3,FBLN2,3,4.5739,4.016441041116983e-40,,,no_data,no_data,0.295,1.0,0.121,1.0,no,no,neither
ITGA5,FBN1,4,17.4686,8.270553119411679e-238,,,no_data,no_data,0.3136,1.0,0.1725,0.5560663380735225,no,no,neither
ITGAV,FBN1,4,50.4759,0.0,,,no_data,no_data,0.1033,1.0,0.1725,0.5560663380735225,no,no,neither
ITGB1,FBN1,4,334.4704,0.0,,,no_data,no_data,0.4347,3.774832503484081e-07,0.1725,0.5560663380735225,no,no,neither
ITGB3,FBN1,4,4.5739,4.016441041116983e-40,,,no_data,no_data,0.295,1.0,0.1725,0.5560663380735225,no,no,neither
LRP1,FCN2,4,-169.3567,0.0,,,no_data,no_data,0.9567,1.6789085456172686e-28,0.0,1.0,no,no,neither
CDH5,FGA,3,-24.1239,1.784618804834248e-07,,,no_data,no_data,0.024,1.0,0.0,1.0,no,no,neither
ITGA2B,FGA,4,2.7611,1.2061150095481729e-49,,,no_data,no_data,0.92,1.0,0.0,1.0,no,no,neither
ITGA5,FGA,4,17.4686,8.270553119411679e-238,,,no_data,no_data,0.3136,1.0,0.0,1.0,no,no,neither
ITGAM,FGA,4,-2.1245,0.9999344575108172,,,no_data,no_data,0.6314,1.0,0.0,1.0,no,no,neither
ITGAV,FGA,4,50.4759,0.0,,,no_data,no_data,0.1033,1.0,0.0,1.0,no,no,neither
ITGAX,FGA,4,-1.9555,0.9999344575108172,,,no_data,no_data,0.505,1.0,0.0,1.0,no,no,neither
ITGB1,FGA,4,334.4704,0.0,,,no_data,no_data,0.4347,3.774832503484081e-07,0.0,1.0,no,no,neither
ITGB2,FGA,4,-1.8657,0.9999344575108172,,,no_data,no_data,0.6003,1.0,0.0,1.0,no,no,neither
ITGB3,FGA,4,4.5739,4.016441041116983e-40,,,no_data,no_data,0.295,1.0,0.0,1.0,no,no,neither
ITGA2B,FGB,4,2.7611,1.2061150095481729e-49,1.0238,0.9999344575108172,no,no,0.92,1.0,-16.4018,1.0,trend,yes,human_only
ITGA5,FGB,4,17.4686,8.270553119411679e-238,1.0238,0.9999344575108172,no,no,0.3136,1.0,-16.4018,1.0,trend,yes,human_only
ITGAM,FGB,4,-2.1245,0.9999344575108172,1.0238,0.9999344575108172,no,no,0.6314,1.0,-16.4018,1.0,trend,yes,human_only
ITGAV,FGB,4,50.4759,0.0,1.0238,0.9999344575108172,no,no,0.1033,1.0,-16.4018,1.0,trend,yes,human_only
ITGB1,FGB,4,334.4704,0.0,1.0238,0.9999344575108172,no,no,0.4347,3.774832503484081e-07,-16.4018,1.0,trend,yes,human_only
ITGB2,FGB,4,-1.8657,0.9999344575108172,1.0238,0.9999344575108172,no,no,0.6003,1.0,-16.4018,1.0,trend,yes,human_only
CD44,FGF1,3,65.2963,0.0,-7.3012,0.0001591980573015,yes,yes,0.4064,0.0010917356158519,0.8673,0.1497799173465621,no,no,mouse_only
FGFR1,FGF1,5,-25.9323,1.0469399729610734e-19,-7.3012,0.0001591980573015,no,no,0.5478,1.0451429706120076e-10,0.8673,0.1497799173465621,no,no,neither
FGFR2,FGF1,5,4.8125,3.73174473733275e-33,-7.3012,0.0001591980573015,yes,yes,0.3913,0.0114970073109342,0.8673,0.1497799173465621,no,no,mouse_only
FGFR3,FGF1,5,-1.0723,0.4775686440959273,-7.3012,0.0001591980573015,no,no,-0.2593,1.0,0.8673,0.1497799173465621,no,no,neither
FGFR4,FGF1,5,-0.5846,0.9999344575108172,-7.3012,0.0001591980573015,no,no,0.4177,1.0,0.8673,0.1497799173465621,no,no,neither
NRP1,FGF1,4,-64.0217,0.511487303894746,-7.3012,0.0001591980573015,no,no,0.2032,0.3630938529250797,0.8673,0.1497799173465621,no,no,neither
FGFR2,FGF10,5,4.8125,3.73174473733275e-33,-5.0931,0.0017681320321255,yes,yes,0.3913,0.0114970073109342,-1.4958,1.0,trend,yes,CONSERVED_relaxed
SCN5A,FGF13,4,-1.3138,0.9999344575108172,-5.701,0.0007838626517363,no,no,0.1504,1.0,0.2523,1.0,no,no,neither
SCN8A,FGF13,4,0.5812,0.9999344575108172,-5.701,0.0007838626517363,trend,yes,-0.1412,1.0,0.2523,1.0,no,no,mouse_only
FGFR2,FGF16,3,4.8125,3.73174473733275e-33,-4.559,0.0001095520986479,yes,yes,0.3913,0.0114970073109342,-18.6509,1.0,trend,yes,CONSERVED_relaxed
FGFR3,FGF16,3,-1.0723,0.4775686440959273,-4.559,0.0001095520986479,no,no,-0.2593,1.0,-18.6509,1.0,no,no,neither
FGFR4,FGF16,3,-0.5846,0.9999344575108172,-4.559,0.0001095520986479,no,no,0.4177,1.0,-18.6509,1.0,trend,yes,human_only
FGFR1,FGF17,4,-25.9323,1.0469399729610734e-19,1.5504,0.9999344575108172,no,no,0.5478,1.0451429706120076e-10,1.5971,1.0,no,no,neither
FGFR2,FGF17,4,4.8125,3.73174473733275e-33,1.5504,0.9999344575108172,no,no,0.3913,0.0114970073109342,1.5971,1.0,no,no,neither
FGFR3,FGF17,5,-1.0723,0.4775686440959273,1.5504,0.9999344575108172,no,no,-0.2593,1.0,1.5971,1.0,no,no,neither
FGFR4,FGF17,4,-0.5846,0.9999344575108172,1.5504,0.9999344575108172,no,no,0.4177,1.0,1.5971,1.0,no,no,neither
FGFR1,FGF18,4,-25.9323,1.0469399729610734e-19,3.1198,2.4145359973682183e-61,no,no,0.5478,1.0451429706120076e-10,0.1585,1.0,no,no,neither
FGFR2,FGF18,4,4.8125,3.73174473733275e-33,3.1198,2.4145359973682183e-61,no,no,0.3913,0.0114970073109342,0.1585,1.0,no,no,neither
FGFR3,FGF18,4,-1.0723,0.4775686440959273,3.1198,2.4145359973682183e-61,no,no,-0.2593,1.0,0.1585,1.0,no,no,neither
FGFR4,FGF18,4,-0.5846,0.9999344575108172,3.1198,2.4145359973682183e-61,no,no,0.4177,1.0,0.1585,1.0,no,no,neither
FGFR1,FGF19,3,-25.9323,1.0469399729610734e-19,,,no_data,no_data,0.5478,1.0451429706120076e-10,0.0,1.0,no,no,neither
FGFR2,FGF19,3,4.8125,3.73174473733275e-33,,,no_data,no_data,0.3913,0.0114970073109342,0.0,1.0,no,no,neither
FGFR3,FGF19,3,-1.0723,0.4775686440959273,,,no_data,no_data,-0.2593,1.0,0.0,1.0,no,no,neither
FGFR4,FGF19,4,-0.5846,0.9999344575108172,,,no_data,no_data,0.4177,1.0,0.0,1.0,no,no,neither
KLB,FGF19,4,-1.8377,0.9999344575108172,,,no_data,no_data,1.056,1.0,0.0,1.0,no,no,neither
CD44,FGF2,4,65.2963,0.0,-3.8745,3.610811962636146e-46,yes,yes,0.4064,0.0010917356158519,0.3122,0.0628677931217543,no,no,mouse_only
FGFR1,FGF2,5,-25.9323,1.0469399729610734e-19,-3.8745,3.610811962636146e-46,no,no,0.5478,1.0451429706120076e-10,0.3122,0.0628677931217543,no,no,neither
FGFR2,FGF2,5,4.8125,3.73174473733275e-33,-3.8745,3.610811962636146e-46,yes,yes,0.3913,0.0114970073109342,0.3122,0.0628677931217543,no,no,mouse_only
FGFR3,FGF2,5,-1.0723,0.4775686440959273,-3.8745,3.610811962636146e-46,no,no,-0.2593,1.0,0.3122,0.0628677931217543,no,no,neither
FGFR4,FGF2,5,-0.5846,0.9999344575108172,-3.8745,3.610811962636146e-46,no,no,0.4177,1.0,0.3122,0.0628677931217543,no,no,neither
FGFRL1,FGF2,4,43.2656,0.0,-3.8745,3.610811962636146e-46,yes,yes,-0.2432,1.0,0.3122,0.0628677931217543,no,no,mouse_only
GPC4,FGF2,4,40.1045,0.0,-3.8745,3.610811962636146e-46,yes,yes,0.1929,0.7769357150833524,0.3122,0.0628677931217543,no,no,mouse_only
NRP1,FGF2,4,-64.0217,0.511487303894746,-3.8745,3.610811962636146e-46,no,no,0.2032,0.3630938529250797,0.3122,0.0628677931217543,no,no,neither
SDC1,FGF2,4,53.4222,0.0,-3.8745,3.610811962636146e-46,yes,yes,3.2825,1.0,0.3122,0.0628677931217543,no,no,mouse_only
SDC2,FGF2,4,-199.4438,0.0,-3.8745,3.610811962636146e-46,no,no,-0.0586,1.0,0.3122,0.0628677931217543,no,no,neither
SDC3,FGF2,4,28.9004,0.0,-3.8745,3.610811962636146e-46,yes,yes,0.9631,0.9785026698503438,0.3122,0.0628677931217543,no,no,mouse_only
SDC4,FGF2,4,-41.4204,4.156289274478787e-26,-3.8745,3.610811962636146e-46,no,no,0.6729,0.0003309302353757,0.3122,0.0628677931217543,no,no,neither
FGFR3,FGF20,3,-1.0723,0.4775686440959273,-4.7706,0.9999344575108172,no,no,-0.2593,1.0,0.3983,1.0,no,no,neither
FGFR4,FGF20,4,-0.5846,0.9999344575108172,-4.7706,0.9999344575108172,no,no,0.4177,1.0,0.3983,1.0,no,no,neither
FGFR4,FGF21,4,-0.5846,0.9999344575108172,-1.0809,0.6995179118425758,no,no,0.4177,1.0,0.0,1.0,no,no,neither
FGFR2,FGF22,5,4.8125,3.73174473733275e-33,0.3493,0.9999344575108172,no,no,0.3913,0.0114970073109342,1.5409,1.0,no,no,neither
FGFR1,FGF23,4,-25.9323,1.0469399729610734e-19,-1.2371,0.9999344575108172,no,no,0.5478,1.0451429706120076e-10,2.5904,1.0,no,no,neither
FGFR2,FGF23,4,4.8125,3.73174473733275e-33,-1.2371,0.9999344575108172,trend,yes,0.3913,0.0114970073109342,2.5904,1.0,no,no,mouse_only
FGFR3,FGF23,4,-1.0723,0.4775686440959273,-1.2371,0.9999344575108172,no,no,-0.2593,1.0,2.5904,1.0,no,no,neither
FGFR4,FGF23,4,-0.5846,0.9999344575108172,-1.2371,0.9999344575108172,no,no,0.4177,1.0,2.5904,1.0,no,no,neither
PHEX,FGF23,3,0.8421,0.9999344575108172,-1.2371,0.9999344575108172,trend,yes,0.5773,1.0,2.5904,1.0,no,no,mouse_only
FGFR1,FGF3,4,-25.9323,1.0469399729610734e-19,0.7398,0.9999344575108172,no,no,0.5478,1.0451429706120076e-10,0.0,1.0,no,no,neither
FGFR2,FGF3,5,4.8125,3.73174473733275e-33,0.7398,0.9999344575108172,no,no,0.3913,0.0114970073109342,0.0,1.0,no,no,neither
FGFR3,FGF3,4,-1.0723,0.4775686440959273,0.7398,0.9999344575108172,no,no,-0.2593,1.0,0.0,1.0,no,no,neither
FGFR4,FGF3,4,-0.5846,0.9999344575108172,0.7398,0.9999344575108172,no,no,0.4177,1.0,0.0,1.0,no,no,neither
FGFR1,FGF4,5,-25.9323,1.0469399729610734e-19,,,no_data,no_data,0.5478,1.0451429706120076e-10,0.0,1.0,no,no,neither
FGFR2,FGF4,4,4.8125,3.73174473733275e-33,,,no_data,no_data,0.3913,0.0114970073109342,0.0,1.0,no,no,neither
FGFR3,FGF4,4,-1.0723,0.4775686440959273,,,no_data,no_data,-0.2593,1.0,0.0,1.0,no,no,neither
FGFR4,FGF4,4,-0.5846,0.9999344575108172,,,no_data,no_data,0.4177,1.0,0.0,1.0,no,no,neither
NRP1,FGF4,4,-64.0217,0.511487303894746,,,no_data,no_data,0.2032,0.3630938529250797,0.0,1.0,no,no,neither
FGFR1,FGF5,5,-25.9323,1.0469399729610734e-19,-1.0153,0.9999344575108172,no,no,0.5478,1.0451429706120076e-10,-19.554,1.0,trend,yes,human_only
FGFR2,FGF5,4,4.8125,3.73174473733275e-33,-1.0153,0.9999344575108172,trend,yes,0.3913,0.0114970073109342,-19.554,1.0,trend,yes,CONSERVED_relaxed
FGFR3,FGF5,4,-1.0723,0.4775686440959273,-1.0153,0.9999344575108172,no,no,-0.2593,1.0,-19.554,1.0,no,no,neither
